from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,Xylene,MP-Xylene,Eth-Benzene,AT,RH,WS,WD,VWS,BP,SR,RF,to date,station
08-Nov-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,,09-Nov-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
09-Nov-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,,10-Nov-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
10-Nov-2020 - 00:00,34.79,99.6,32.62,7.65,40.32,15.03,17.33,0.77,38.96,5.45,19.69,0.77,3.27,1.02,26.2,69.31,0.6,83.22,,,48.84,0.0,11-Nov-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
11-Nov-2020 - 00:00,30.29,81.81,19.69,7.04,26.75,12.37,17.09,0.46,62.87,3.17,9.26,0.15,1.56,0.65,26.57,58.91,1.21,107.73,,,76.96,0.0,12-Nov-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
12-Nov-2020 - 00:00,41.57,106.09,20.21,6.47,26.71,12.11,21.67,0.46,65.88,4.13,14.21,0.16,2.06,1.09,25.84,58.04,0.65,70.0,,,78.78,0.0,13-Nov-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
13-Nov-2020 - 00:00,42.24,98.96,19.01,6.25,25.27,11.83,22.66,0.45,70.23,3.02,10.59,0.05,1.4,0.54,25.54,57.08,1.45,48.29,,,76.6,0.0,14-Nov-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
14-Nov-2020 - 00:00,59.95,125.84,18.4,5.86,24.28,11.57,20.71,0.5,85.72,2.99,7.3,0.05,1.35,0.45,24.62,51.81,1.4,56.59,,,76.86,0.0,15-Nov-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
15-Nov-2020 - 00:00,73.35,137.4,18.38,9.85,28.25,12.75,23.29,0.62,43.53,3.27,9.11,0.09,1.99,0.65,24.17,53.14,1.09,112.68,,,80.35,0.0,16-Nov-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
16-Nov-2020 - 00:00,83.38,169.05,25.42,16.88,42.31,15.68,26.16,0.87,28.98,6.28,14.44,0.01,4.44,1.53,23.54,58.35,1.35,213.13,,,74.79,0.0,17-Nov-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
17-Nov-2020 - 00:00,103.46,196.7,23.5,5.91,29.44,13.42,24.7,0.76,48.58,7.75,13.62,0.0,2.36,0.88,23.98,69.09,0.89,186.43,,,70.16,0.0,18-Nov-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
18-Nov-2020 - 00:00,106.11,203.2,23.2,6.96,30.24,16.27,25.33,0.8,55.13,10.93,13.25,1.63,3.77,2.49,26.45,79.18,1.51,170.95,,,67.62,0.0,19-Nov-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
19-Nov-2020 - 00:00,77.99,153.67,18.69,6.18,24.88,15.78,21.82,0.65,42.83,9.89,11.05,0.01,2.44,1.05,26.32,88.94,1.6,229.89,,,68.37,0.0,20-Nov-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
20-Nov-2020 - 00:00,65.33,134.12,18.02,7.86,25.96,14.9,19.02,0.63,40.54,5.19,13.73,0.0,1.87,0.87,25.11,88.61,1.27,248.22,,,65.37,0.0,21-Nov-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
21-Nov-2020 - 00:00,101.49,176.34,20.72,8.23,29.0,15.44,17.95,1.01,28.9,7.81,16.9,0.0,2.57,1.22,22.09,98.92,1.21,177.09,,,51.11,0.01,22-Nov-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
22-Nov-2020 - 00:00,79.52,143.49,21.76,8.84,30.63,13.45,18.02,0.58,52.31,4.14,14.33,0.0,1.87,0.64,21.98,65.88,1.36,123.57,,,68.77,0.0,23-Nov-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
23-Nov-2020 - 00:00,86.14,154.21,23.33,18.1,41.46,15.76,18.69,0.82,53.94,6.99,17.33,0.0,3.67,1.34,22.08,62.64,1.16,115.9,,,66.39,0.0,24-Nov-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
24-Nov-2020 - 00:00,83.63,166.66,24.63,12.06,36.78,17.87,16.98,0.76,53.29,7.51,18.14,1.51,4.49,2.63,21.51,72.36,0.94,108.39,,,67.31,0.0,25-Nov-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
25-Nov-2020 - 00:00,79.84,150.13,25.45,10.28,35.76,16.14,16.82,0.73,40.84,5.55,16.9,0.0,2.56,0.84,21.9,84.45,1.07,101.95,,,69.64,0.0,26-Nov-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
26-Nov-2020 - 00:00,80.68,156.32,24.83,9.27,34.12,16.6,17.06,0.82,37.79,6.88,22.53,0.0,3.11,1.25,22.48,89.74,1.09,129.44,,,68.41,0.0,27-Nov-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
27-Nov-2020 - 00:00,63.07,128.22,20.47,6.64,26.79,17.15,15.37,0.5,46.08,3.61,12.22,0.0,1.41,0.59,24.1,78.65,1.15,60.07,,,74.05,0.0,28-Nov-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
28-Nov-2020 - 00:00,70.21,137.47,14.55,5.76,20.33,11.33,10.71,0.61,70.04,3.17,10.23,0.0,1.16,0.44,23.62,65.23,1.07,49.18,,,65.28,0.0,29-Nov-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
29-Nov-2020 - 00:00,91.41,176.36,27.65,12.75,40.44,15.32,11.51,0.81,59.74,4.92,13.07,0.0,2.45,0.98,22.65,65.73,1.03,108.77,,,63.85,0.0,30-Nov-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
30-Nov-2020 - 00:00,90.66,169.62,25.28,11.86,37.18,11.09,9.62,0.97,51.93,7.43,20.22,0.0,3.92,1.4,21.62,68.5,0.48,159.22,,,63.53,0.0,01-Dec-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
01-Dec-2020 - 00:00,131.25,253.75,10.85,187.3,198.15,47.85,5.35,4.12,6.38,44.92,75.79,0.0,21.79,8.71,17.64,98.88,0.56,296.41,,,31.16,0.0,02-Dec-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
