from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Xylene,Toluene,MP-Xylene,Eth-Benzene,AT,RH,WS,WD,BP,SR,RF,to date,station
04-Nov-2020 - 00:00,94.62,169.48,52.47,34.89,56.27,10.45,11.89,1.24,45.27,0.62,0.24,4.28,1.37,7.19,21.4,53.06,0.16,228.79,752.99,162.03,0.0,05-Nov-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
05-Nov-2020 - 00:00,93.82,181.86,62.38,43.29,68.05,8.52,9.25,1.64,32.58,0.8,0.44,5.04,2.27,11.43,21.09,62.43,0.15,231.36,752.95,151.81,0.0,06-Nov-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
06-Nov-2020 - 00:00,114.94,220.47,52.49,61.2,77.37,7.94,8.5,1.88,24.6,0.96,0.69,5.72,3.13,15.48,20.45,71.07,0.17,217.72,752.83,120.08,0.0,07-Nov-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
07-Nov-2020 - 00:00,137.61,241.76,56.73,51.88,72.12,8.2,7.29,2.15,29.27,1.04,0.64,6.09,3.32,16.29,20.76,75.85,0.12,231.72,752.87,130.54,0.0,08-Nov-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
08-Nov-2020 - 00:00,153.94,261.57,52.34,45.15,64.41,8.98,8.22,2.06,30.8,1.06,0.7,6.22,3.35,16.13,21.41,73.88,0.12,213.45,752.89,136.01,0.0,09-Nov-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
09-Nov-2020 - 00:00,93.49,162.42,46.86,49.0,64.64,9.98,6.53,1.73,23.79,0.86,0.52,5.02,3.03,15.39,21.71,68.8,0.13,205.97,752.96,154.48,0.0,10-Nov-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
10-Nov-2020 - 00:00,77.57,168.97,43.84,54.4,67.3,9.92,7.05,1.74,27.59,0.9,0.63,5.02,3.08,15.76,21.85,70.05,0.2,177.76,752.94,151.04,0.0,11-Nov-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
11-Nov-2020 - 00:00,73.71,152.61,36.53,106.51,105.36,9.26,6.62,2.28,28.17,1.09,0.94,5.53,4.78,23.61,22.81,70.19,0.24,179.12,752.97,157.21,0.0,12-Nov-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
12-Nov-2020 - 00:00,74.03,138.69,47.94,51.09,66.78,8.2,4.59,1.86,18.38,0.8,0.51,4.2,2.85,14.45,23.64,63.87,0.14,245.5,752.94,148.4,0.0,13-Nov-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
13-Nov-2020 - 00:00,115.82,207.06,56.21,42.73,64.49,11.73,6.29,1.74,19.39,0.92,0.82,5.06,3.0,15.2,23.44,66.24,0.15,243.26,752.87,131.75,0.0,14-Nov-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
14-Nov-2020 - 00:00,168.3,214.5,48.74,33.25,53.0,13.64,10.04,1.66,26.53,0.88,0.67,5.17,2.26,11.25,22.82,69.71,0.1,229.8,752.83,120.7,0.0,15-Nov-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
15-Nov-2020 - 00:00,226.07,307.73,50.95,34.42,55.11,11.37,10.97,1.6,27.36,0.85,0.56,5.33,2.22,11.35,22.52,68.2,0.1,235.47,752.87,131.27,0.0,16-Nov-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
16-Nov-2020 - 00:00,168.82,264.42,44.11,38.08,54.45,10.53,7.93,1.47,18.75,0.92,0.7,5.29,2.26,11.58,20.95,70.97,0.15,241.12,752.76,102.1,0.0,17-Nov-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
17-Nov-2020 - 00:00,48.01,93.51,37.71,24.71,40.31,12.85,6.28,0.96,23.0,0.52,0.23,3.66,1.2,6.59,21.09,71.21,0.18,219.0,752.94,149.31,0.0,18-Nov-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
18-Nov-2020 - 00:00,71.4,129.66,44.15,21.84,41.45,12.0,6.97,1.16,24.09,0.59,0.26,4.31,1.31,7.06,21.74,72.14,0.15,234.07,752.84,122.63,0.0,19-Nov-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
19-Nov-2020 - 00:00,110.86,181.19,42.87,32.89,49.65,11.25,5.78,1.71,25.77,0.85,0.47,5.29,1.99,10.16,20.57,80.59,0.18,202.92,752.63,68.26,0.0,20-Nov-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
20-Nov-2020 - 00:00,105.45,160.06,41.28,18.28,37.09,14.46,7.92,1.37,29.93,0.73,0.37,4.76,1.59,8.48,21.83,74.79,0.14,223.54,752.81,116.39,0.0,21-Nov-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
21-Nov-2020 - 00:00,84.72,130.0,41.43,12.91,32.88,13.6,6.8,0.92,45.8,0.53,0.19,3.8,0.84,4.75,19.8,62.02,0.15,221.54,752.87,131.1,0.0,22-Nov-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
22-Nov-2020 - 00:00,77.59,143.49,51.44,31.8,53.24,11.29,7.86,1.18,35.82,0.63,0.28,3.88,1.17,6.15,17.06,60.86,0.16,223.99,752.9,137.96,0.0,23-Nov-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
23-Nov-2020 - 00:00,110.04,210.6,66.61,53.18,78.32,10.0,8.21,1.77,31.42,0.85,0.45,4.89,2.41,12.38,17.1,65.51,0.17,198.27,752.82,119.58,0.0,24-Nov-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
24-Nov-2020 - 00:00,117.95,215.8,64.44,83.94,101.86,6.24,8.54,2.3,32.13,1.03,0.67,5.95,3.69,18.68,17.54,68.31,0.13,216.61,752.85,126.53,0.0,25-Nov-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
25-Nov-2020 - 00:00,145.33,271.43,56.62,116.69,124.03,8.52,8.8,3.12,36.27,1.35,0.99,7.39,5.61,28.22,17.73,72.28,0.18,212.83,752.83,120.07,0.0,26-Nov-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
26-Nov-2020 - 00:00,142.85,245.85,58.68,79.59,95.36,5.76,12.58,2.62,28.42,1.16,0.75,6.53,4.69,23.77,19.09,74.36,0.17,196.71,752.78,108.4,0.0,27-Nov-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
27-Nov-2020 - 00:00,148.03,248.65,57.84,49.18,70.53,5.21,6.43,2.15,7.38,0.99,0.59,5.5,2.87,14.98,18.22,81.07,0.12,237.17,752.51,36.14,0.0,28-Nov-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
28-Nov-2020 - 00:00,153.52,255.38,53.21,44.11,64.04,9.5,6.35,1.93,25.76,0.87,0.41,4.95,2.09,10.96,18.34,75.02,0.14,210.47,752.83,121.83,0.0,29-Nov-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
29-Nov-2020 - 00:00,110.39,185.04,55.76,29.88,53.97,6.2,6.9,1.48,25.16,0.74,0.34,4.28,1.7,9.08,18.73,64.77,0.13,238.7,752.85,126.45,0.0,30-Nov-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
30-Nov-2020 - 00:00,122.47,207.42,67.55,39.31,67.69,5.78,8.89,1.77,28.9,0.8,0.44,4.76,1.91,9.94,18.2,66.42,0.12,226.32,752.8,113.05,0.0,01-Dec-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
01-Dec-2020 - 00:00,141.68,249.76,80.02,26.52,63.95,2.34,4.91,1.78,3.26,0.95,0.61,5.3,2.62,13.73,14.39,81.7,0.11,207.14,752.4,7.0,0.0,02-Dec-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
