from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Xylene,Toluene,MP-Xylene,Eth-Benzene,AT,RH,WS,WD,VWS,BP,SR,RF,to date,station
06-Nov-2020 - 00:00,92.46,204.74,25.89,14.64,40.55,7.43,13.89,0.65,36.24,4.75,0.23,6.56,1.5,1.0,25.12,54.37,0.34,134.73,0.05,,,0.0,07-Nov-2020 - 00:00,"Belur Math, Howrah - WBPCB"
07-Nov-2020 - 00:00,97.87,210.4,25.58,9.31,34.91,7.33,26.02,0.74,35.33,3.07,0.11,4.65,0.74,0.47,23.85,57.8,0.35,203.05,0.06,,,0.0,08-Nov-2020 - 00:00,"Belur Math, Howrah - WBPCB"
08-Nov-2020 - 00:00,83.84,167.66,23.97,9.53,33.49,7.7,19.84,0.61,27.13,4.73,0.12,4.7,0.81,0.52,23.77,64.43,0.36,190.95,0.05,,,0.0,09-Nov-2020 - 00:00,"Belur Math, Howrah - WBPCB"
09-Nov-2020 - 00:00,64.02,140.78,20.71,11.94,32.61,7.41,15.09,0.57,21.73,3.88,0.1,3.97,0.71,0.43,24.76,66.25,0.39,157.17,0.03,,,0.0,10-Nov-2020 - 00:00,"Belur Math, Howrah - WBPCB"
10-Nov-2020 - 00:00,47.98,111.62,18.35,6.83,25.24,6.5,12.85,0.42,30.47,2.07,0.09,4.53,0.64,0.42,26.27,63.41,0.6,110.88,0.01,,,0.0,11-Nov-2020 - 00:00,"Belur Math, Howrah - WBPCB"
11-Nov-2020 - 00:00,38.23,81.75,13.89,6.64,20.52,6.2,12.03,0.38,29.72,1.88,0.08,3.63,0.52,0.36,27.08,57.32,0.98,114.35,-0.09,,,0.0,12-Nov-2020 - 00:00,"Belur Math, Howrah - WBPCB"
12-Nov-2020 - 00:00,45.6,112.04,17.69,7.92,25.61,6.1,18.91,0.35,25.11,1.74,0.1,3.58,0.56,0.35,26.16,59.37,0.52,216.81,0.02,,,0.0,13-Nov-2020 - 00:00,"Belur Math, Howrah - WBPCB"
13-Nov-2020 - 00:00,41.48,104.28,18.39,6.74,25.13,7.72,15.51,0.4,26.79,1.52,0.07,2.86,0.51,0.33,26.47,56.9,0.55,153.22,-0.0,,,0.0,14-Nov-2020 - 00:00,"Belur Math, Howrah - WBPCB"
14-Nov-2020 - 00:00,66.68,143.37,15.99,5.79,21.79,6.44,15.01,0.56,38.42,1.85,0.08,3.2,0.58,0.41,25.9,55.69,0.69,99.51,-0.02,,,0.0,15-Nov-2020 - 00:00,"Belur Math, Howrah - WBPCB"
15-Nov-2020 - 00:00,84.4,156.46,17.46,5.89,23.37,5.96,17.11,0.52,32.53,2.03,0.1,3.83,0.72,0.45,25.63,55.8,0.37,194.69,0.05,,,0.0,16-Nov-2020 - 00:00,"Belur Math, Howrah - WBPCB"
16-Nov-2020 - 00:00,83.26,159.13,20.92,7.18,28.1,5.9,16.07,0.6,26.43,2.74,0.12,3.84,0.8,0.41,25.05,58.42,0.31,187.17,0.05,,,0.0,17-Nov-2020 - 00:00,"Belur Math, Howrah - WBPCB"
17-Nov-2020 - 00:00,106.83,191.3,25.78,9.36,35.15,10.06,18.82,0.97,31.57,5.72,0.24,3.71,1.62,1.1,24.73,67.89,0.28,145.66,0.04,,,0.0,18-Nov-2020 - 00:00,"Belur Math, Howrah - WBPCB"
18-Nov-2020 - 00:00,109.79,213.54,21.15,6.27,27.4,6.32,20.01,0.57,39.33,4.88,0.16,4.29,1.12,0.79,25.52,68.55,0.46,121.06,0.04,,,0.0,19-Nov-2020 - 00:00,"Belur Math, Howrah - WBPCB"
19-Nov-2020 - 00:00,74.84,142.47,21.92,7.17,29.11,6.5,21.65,0.63,23.73,3.57,0.15,4.04,1.03,0.79,26.62,75.93,0.3,198.93,0.1,,,0.0,20-Nov-2020 - 00:00,"Belur Math, Howrah - WBPCB"
20-Nov-2020 - 00:00,72.28,144.02,18.27,7.25,25.53,6.57,21.05,0.6,22.19,3.29,0.15,4.17,1.02,0.7,27.08,78.79,0.24,215.54,0.08,,,0.0,21-Nov-2020 - 00:00,"Belur Math, Howrah - WBPCB"
21-Nov-2020 - 00:00,105.86,182.43,16.54,6.61,23.17,6.7,15.2,0.76,17.77,3.38,0.11,4.7,0.82,0.67,23.61,94.78,0.34,204.89,0.07,,,0.2,22-Nov-2020 - 00:00,"Belur Math, Howrah - WBPCB"
22-Nov-2020 - 00:00,78.07,157.93,19.62,10.14,29.77,7.1,11.57,0.62,31.12,2.4,0.09,3.78,0.65,0.41,22.0,62.66,0.47,184.24,0.03,,,0.0,23-Nov-2020 - 00:00,"Belur Math, Howrah - WBPCB"
23-Nov-2020 - 00:00,82.27,165.98,23.86,11.23,34.49,7.52,14.37,0.67,34.68,4.79,0.16,3.36,1.27,0.89,20.8,56.93,0.63,129.47,-0.02,,,0.0,24-Nov-2020 - 00:00,"Belur Math, Howrah - WBPCB"
24-Nov-2020 - 00:00,89.95,180.75,24.92,7.46,32.39,7.57,14.12,0.64,27.56,3.69,0.11,4.87,0.85,0.65,20.84,66.42,0.43,178.18,0.03,,,0.0,25-Nov-2020 - 00:00,"Belur Math, Howrah - WBPCB"
25-Nov-2020 - 00:00,80.8,165.3,22.18,8.58,30.78,8.06,14.28,0.71,22.45,3.09,0.1,4.77,0.76,0.56,21.36,76.9,0.45,152.66,0.04,,,0.0,26-Nov-2020 - 00:00,"Belur Math, Howrah - WBPCB"
26-Nov-2020 - 00:00,87.54,175.93,21.07,8.13,29.22,7.89,15.88,0.7,21.58,3.69,0.11,5.38,0.85,0.61,21.69,79.68,0.38,209.22,0.05,,,0.0,27-Nov-2020 - 00:00,"Belur Math, Howrah - WBPCB"
27-Nov-2020 - 00:00,58.41,127.1,16.8,5.55,22.36,7.17,13.38,0.36,21.55,1.92,0.06,3.7,0.44,0.29,22.69,71.48,0.57,207.44,0.03,,,0.0,28-Nov-2020 - 00:00,"Belur Math, Howrah - WBPCB"
28-Nov-2020 - 00:00,71.74,140.95,19.03,6.64,25.68,7.26,13.27,0.58,33.14,1.67,0.06,3.44,0.49,0.41,22.47,67.11,0.55,176.43,0.02,,,0.0,29-Nov-2020 - 00:00,"Belur Math, Howrah - WBPCB"
29-Nov-2020 - 00:00,94.36,189.45,22.53,8.28,30.83,7.46,14.07,0.7,32.19,3.19,0.09,3.63,0.65,0.43,21.89,66.31,0.52,175.94,0.01,,,0.0,30-Nov-2020 - 00:00,"Belur Math, Howrah - WBPCB"
30-Nov-2020 - 00:00,88.61,185.25,27.87,13.47,41.7,8.19,18.4,0.87,30.47,3.55,0.12,3.98,0.86,0.48,21.61,60.48,0.39,186.86,0.05,,,0.0,01-Dec-2020 - 00:00,"Belur Math, Howrah - WBPCB"
01-Dec-2020 - 00:00,199.3,612.8,39.5,36.05,75.6,11.9,20.8,1.34,6.7,12.61,0.84,6.76,4.04,3.02,18.41,80.42,0.1,55.62,0.08,,,0.0,02-Dec-2020 - 00:00,"Belur Math, Howrah - WBPCB"
