from date,AT,BP,PM2.5,PM10,RH,SR,WD,WS,Benzene,Toluene,NH3,NO2,NO,NOx,CO,Ozone,SO2,to date,station
15-Dec-2019 - 00:00,14.65,995.11,103.25,154.81,84.29,46.65,290.47,0.76,4.5,20.27,36.6,35.91,37.02,49.29,1.32,13.1,11.46,16-Dec-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
16-Dec-2019 - 00:00,12.02,995.63,106.25,146.98,89.6,14.23,320.0,1.47,3.7,14.87,35.15,30.61,16.71,29.89,0.97,9.25,9.63,17-Dec-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
17-Dec-2019 - 00:00,11.54,996.79,112.69,160.44,84.72,21.13,299.29,1.09,3.94,17.98,42.4,31.18,32.79,43.33,0.95,10.65,11.25,18-Dec-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
18-Dec-2019 - 00:00,12.34,995.46,176.46,240.38,78.96,50.45,278.12,0.68,5.14,23.26,47.78,43.48,26.4,44.64,1.45,18.68,9.47,19-Dec-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
19-Dec-2019 - 00:00,10.03,994.16,300.8,399.81,94.26,29.52,146.92,0.62,8.27,30.11,51.41,38.45,56.36,66.46,1.98,13.26,12.88,20-Dec-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
20-Dec-2019 - 00:00,12.37,991.81,374.77,501.9,88.57,33.4,218.48,0.43,9.42,39.81,61.58,51.69,66.3,81.54,2.25,19.31,13.01,21-Dec-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
21-Dec-2019 - 00:00,13.64,992.72,285.71,383.06,86.22,38.33,303.8,0.77,8.75,36.61,61.41,42.34,67.52,77.52,2.21,12.0,13.19,22-Dec-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
22-Dec-2019 - 00:00,11.99,993.96,162.15,214.26,88.63,48.97,331.25,1.71,5.55,20.86,59.68,30.51,17.48,30.48,1.43,10.57,10.77,23-Dec-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
23-Dec-2019 - 00:00,11.11,993.19,199.26,271.41,84.11,45.12,283.3,0.92,6.28,28.56,49.21,37.65,29.29,43.9,1.86,14.02,13.17,24-Dec-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
24-Dec-2019 - 00:00,11.25,994.89,307.83,441.35,84.42,40.63,181.78,0.53,7.78,40.31,53.08,44.33,37.29,53.95,2.0,14.0,12.47,25-Dec-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
25-Dec-2019 - 00:00,9.6,993.98,195.81,279.46,86.64,46.74,330.09,1.58,5.85,24.6,47.16,29.13,25.95,36.64,1.44,9.63,12.12,26-Dec-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
26-Dec-2019 - 00:00,9.36,993.44,230.96,332.52,81.29,41.54,323.97,1.04,5.31,20.24,51.05,35.15,21.71,36.49,1.51,10.93,10.17,27-Dec-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
27-Dec-2019 - 00:00,9.5,994.31,288.21,420.06,78.15,42.68,236.69,0.67,6.91,26.68,57.67,48.29,37.96,56.74,1.76,12.15,12.5,28-Dec-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
28-Dec-2019 - 00:00,8.17,995.0,391.19,565.65,87.67,34.51,175.17,0.47,9.96,44.62,61.45,48.56,93.46,101.18,2.48,18.29,12.84,29-Dec-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
29-Dec-2019 - 00:00,9.49,995.34,427.1,614.69,82.42,37.89,136.98,0.42,8.29,34.05,64.87,51.85,37.27,57.96,2.18,20.51,13.44,30-Dec-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
30-Dec-2019 - 00:00,6.9,994.72,378.48,542.65,96.8,10.53,157.5,0.63,10.03,34.74,52.35,38.51,81.68,86.8,2.58,10.57,12.96,31-Dec-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
31-Dec-2019 - 00:00,5.9,995.2,205.0,283.0,95.9,4.15,126.45,0.85,6.2,13.05,40.55,20.0,5.85,15.4,1.5,7.15,13.4,01-Jan-2020 - 00:00,"Okhla Phase-2, Delhi - DPCC"
