from date,NO,NO2,NOx,NH3,PM10,PM2.5,SO2,CO,Ozone,Benzene,Toluene,MP-Xylene,Eth-Benzene,Xylene,RH,WD,WS,SR,RF,to date,station
14-Dec-2019 - 00:00,4.35,19.63,12.26,42.18,90.71,66.97,2.32,0.61,22.63,0.58,0.46,0.49,0.35,0.27,93.79,193.36,0.46,207.54,0.0,15-Dec-2019 - 00:00,"Police Lines, Jind - HSPCB"
15-Dec-2019 - 00:00,3.69,22.64,13.2,37.61,94.5,75.38,3.03,0.49,25.2,0.58,0.46,0.49,0.35,0.27,97.64,288.72,0.97,253.25,0.0,16-Dec-2019 - 00:00,"Police Lines, Jind - HSPCB"
16-Dec-2019 - 00:00,3.85,20.27,12.09,32.38,84.73,63.75,2.62,0.35,24.48,0.57,0.45,0.29,0.23,0.3,99.31,280.0,1.2,65.91,0.01,17-Dec-2019 - 00:00,"Police Lines, Jind - HSPCB"
17-Dec-2019 - 00:00,4.5,22.02,13.53,23.65,104.17,74.43,2.27,0.47,23.1,,,0.0,0.0,,99.24,280.74,0.89,132.85,0.0,18-Dec-2019 - 00:00,"Police Lines, Jind - HSPCB"
18-Dec-2019 - 00:00,3.99,22.8,13.52,16.63,120.12,93.21,2.02,0.31,24.88,,,0.0,0.0,,96.88,213.37,0.73,236.06,0.01,19-Dec-2019 - 00:00,"Police Lines, Jind - HSPCB"
19-Dec-2019 - 00:00,4.56,24.91,15.08,18.43,144.49,121.4,1.98,0.29,13.53,0.4,0.39,0.27,0.4,0.35,99.28,116.41,0.45,172.46,0.0,20-Dec-2019 - 00:00,"Police Lines, Jind - HSPCB"
20-Dec-2019 - 00:00,5.58,26.52,16.75,25.56,199.72,161.25,3.08,0.73,12.17,0.42,0.46,0.33,0.48,0.33,98.78,232.47,0.48,191.27,0.01,21-Dec-2019 - 00:00,"Police Lines, Jind - HSPCB"
21-Dec-2019 - 00:00,4.42,24.99,15.01,27.42,167.82,121.9,4.48,1.06,15.22,0.47,0.51,0.25,0.37,0.37,99.35,257.24,0.8,233.24,0.0,22-Dec-2019 - 00:00,"Police Lines, Jind - HSPCB"
22-Dec-2019 - 00:00,3.89,23.62,13.87,26.68,129.61,103.95,4.5,1.06,18.9,0.47,0.51,0.25,0.37,0.37,99.65,304.13,1.01,85.53,0.01,23-Dec-2019 - 00:00,"Police Lines, Jind - HSPCB"
23-Dec-2019 - 00:00,4.35,24.86,14.89,21.77,141.01,113.47,3.89,0.91,20.31,0.52,0.47,0.3,0.4,0.31,99.4,218.43,0.72,147.69,0.0,24-Dec-2019 - 00:00,"Police Lines, Jind - HSPCB"
24-Dec-2019 - 00:00,4.28,26.52,15.7,14.0,203.47,153.22,2.11,0.74,19.17,0.52,0.45,0.19,0.25,0.3,98.65,184.04,0.59,199.5,0.0,25-Dec-2019 - 00:00,"Police Lines, Jind - HSPCB"
25-Dec-2019 - 00:00,4.45,22.51,13.74,6.36,156.23,115.31,2.23,0.75,17.39,,,0.0,0.0,,99.43,294.9,0.9,131.95,0.0,26-Dec-2019 - 00:00,"Police Lines, Jind - HSPCB"
26-Dec-2019 - 00:00,5.95,26.73,17.16,19.06,200.88,145.72,3.34,0.95,21.16,,,0.0,0.0,,99.42,243.5,0.71,145.43,0.0,27-Dec-2019 - 00:00,"Police Lines, Jind - HSPCB"
27-Dec-2019 - 00:00,4.64,26.83,16.15,7.96,200.56,146.84,2.28,0.8,21.98,,,0.0,0.0,,98.56,216.8,0.43,181.21,0.0,28-Dec-2019 - 00:00,"Police Lines, Jind - HSPCB"
28-Dec-2019 - 00:00,5.3,26.27,16.46,3.88,190.08,138.17,2.78,0.86,14.54,0.48,0.44,0.3,0.33,0.47,99.41,156.9,0.61,210.84,0.0,29-Dec-2019 - 00:00,"Police Lines, Jind - HSPCB"
29-Dec-2019 - 00:00,4.67,27.89,16.73,11.08,213.16,154.08,2.61,0.85,16.87,0.53,0.48,0.57,0.64,0.51,94.7,115.06,0.54,258.39,0.0,30-Dec-2019 - 00:00,"Police Lines, Jind - HSPCB"
30-Dec-2019 - 00:00,5.78,17.06,11.94,23.23,115.61,96.06,1.7,0.97,14.26,0.49,0.5,0.44,0.43,0.45,97.66,163.23,0.66,64.97,0.01,31-Dec-2019 - 00:00,"Police Lines, Jind - HSPCB"
31-Dec-2019 - 00:00,7.03,5.48,6.93,18.17,182.85,135.8,1.52,1.52,16.96,0.46,0.51,0.35,0.28,0.41,,114.52,0.94,,0.0,01-Jan-2020 - 00:00,"Police Lines, Jind - HSPCB"
