from date,Benzene,Eth-Benzene,MP-Xylene,O Xylene,BP,PM10,PM2.5,RF,RH,SR,Temp,WD,WS,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
23-Nov-2019 - 00:00,2.24,,,1.6,747.77,113.04,45.4,,63.54,167.11,,255.42,2.22,1.35,25.6,15.54,15.67,31.21,28.28,7.96,24-Nov-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
24-Nov-2019 - 00:00,2.21,,,1.42,747.81,131.17,53.57,,65.92,177.21,,256.45,2.23,1.25,32.52,13.17,24.33,37.51,30.76,9.33,25-Nov-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
25-Nov-2019 - 00:00,2.97,,,2.04,747.77,134.84,59.72,,66.84,169.71,,245.48,2.14,1.41,39.09,17.2,27.08,44.28,30.53,7.95,26-Nov-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
26-Nov-2019 - 00:00,3.81,,,3.06,747.69,150.7,67.19,,66.7,156.65,,243.65,2.26,1.78,40.07,21.31,25.37,46.68,30.21,9.52,27-Nov-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
27-Nov-2019 - 00:00,2.15,,,1.5,747.7,118.11,51.97,,65.19,156.98,,259.86,2.08,1.18,31.85,10.38,27.14,37.52,31.46,10.7,28-Nov-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
28-Nov-2019 - 00:00,1.66,,,1.07,747.67,111.06,51.14,,67.32,150.63,,259.84,2.12,1.05,32.1,9.04,23.47,32.49,35.08,10.43,29-Nov-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
29-Nov-2019 - 00:00,1.55,,,0.72,747.69,107.76,53.87,,72.52,155.22,,214.05,1.99,0.85,26.11,8.17,24.44,32.6,51.92,10.3,30-Nov-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
30-Nov-2019 - 00:00,1.35,,,0.55,747.71,108.61,59.02,,78.62,159.64,,206.1,1.89,0.77,20.59,7.9,23.78,31.68,56.74,10.42,01-Dec-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
01-Dec-2019 - 00:00,1.12,,,0.36,747.69,102.27,53.52,,77.85,155.19,,278.77,2.1,0.8,19.06,7.59,24.0,31.59,56.72,10.28,02-Dec-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
02-Dec-2019 - 00:00,1.75,,,1.09,747.62,109.38,57.88,,76.07,139.81,,243.02,1.96,1.1,23.11,11.31,32.4,43.72,42.39,8.57,03-Dec-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
03-Dec-2019 - 00:00,2.72,,,2.26,747.77,112.04,47.86,,56.93,182.03,,248.93,2.31,1.54,48.16,22.82,35.45,58.26,29.99,11.08,04-Dec-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
04-Dec-2019 - 00:00,2.97,,,2.44,747.76,121.94,49.93,,58.27,189.11,,252.45,2.1,1.56,66.41,19.84,21.85,41.57,24.73,9.59,05-Dec-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
05-Dec-2019 - 00:00,0.89,,,0.78,747.63,107.87,46.86,,59.79,163.96,,260.79,2.12,1.08,53.74,11.1,16.99,28.09,23.79,8.62,06-Dec-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
06-Dec-2019 - 00:00,0.98,,,0.99,747.68,90.23,38.08,,48.41,170.42,,213.49,1.86,1.03,48.6,8.79,18.65,27.43,38.94,10.65,07-Dec-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
07-Dec-2019 - 00:00,1.0,,,0.99,747.69,124.61,62.86,,50.9,172.8,,226.31,1.86,1.29,55.11,11.06,18.63,29.69,57.28,8.01,08-Dec-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
08-Dec-2019 - 00:00,0.99,,,0.99,747.65,157.03,81.41,,63.65,166.94,,246.84,2.14,1.45,62.64,12.87,18.82,31.69,41.57,7.77,09-Dec-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
09-Dec-2019 - 00:00,0.99,,,0.98,747.67,158.18,78.96,,64.5,171.49,,245.06,2.06,1.65,70.73,15.11,20.11,35.26,36.23,8.73,10-Dec-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
10-Dec-2019 - 00:00,0.99,,,0.98,747.68,156.98,75.82,,66.53,173.11,,234.06,2.27,1.8,60.81,20.96,24.25,45.21,27.68,7.01,11-Dec-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
11-Dec-2019 - 00:00,2.97,,,3.17,747.69,134.99,67.35,,61.39,172.76,,237.0,2.24,1.73,53.67,18.92,21.94,40.86,28.31,8.35,12-Dec-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
12-Dec-2019 - 00:00,2.2,,,1.38,747.72,112.96,55.34,,59.08,180.05,,253.59,2.5,1.3,37.55,11.29,17.26,28.54,37.01,9.28,13-Dec-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
13-Dec-2019 - 00:00,1.17,,,0.88,747.77,54.06,23.12,,59.56,189.88,,279.84,2.51,1.05,28.43,10.31,12.25,22.56,41.72,9.28,14-Dec-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
14-Dec-2019 - 00:00,1.45,,,0.84,747.74,70.43,35.74,,62.85,183.03,,242.22,1.99,1.15,28.75,11.03,13.89,24.91,35.51,9.67,15-Dec-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
15-Dec-2019 - 00:00,0.58,,,0.35,747.74,50.01,24.43,,55.19,183.26,,197.22,2.06,0.9,21.79,8.41,11.21,19.63,51.49,11.23,16-Dec-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
16-Dec-2019 - 00:00,1.62,,,0.95,747.71,64.96,33.29,,60.65,177.4,,230.11,2.12,1.23,29.22,11.56,14.66,26.22,41.0,10.93,17-Dec-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
17-Dec-2019 - 00:00,1.55,,,1.03,747.73,69.03,36.14,,59.03,180.91,,218.9,2.01,1.19,33.41,13.43,20.03,33.46,36.57,10.24,18-Dec-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
18-Dec-2019 - 00:00,2.61,,,2.01,747.77,98.54,49.39,,56.95,188.59,,230.01,2.16,1.63,43.0,25.6,25.59,51.19,33.06,15.64,19-Dec-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
19-Dec-2019 - 00:00,3.41,,,2.64,747.76,118.51,61.75,,59.69,187.63,,217.01,2.14,2.08,48.3,25.84,30.28,56.13,26.37,12.99,20-Dec-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
20-Dec-2019 - 00:00,4.0,,,3.05,747.69,135.92,69.62,,61.58,172.75,,235.8,2.07,2.13,53.97,29.17,31.13,60.3,25.9,10.79,21-Dec-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
21-Dec-2019 - 00:00,1.2,,,1.27,747.75,107.26,56.46,,61.18,181.78,,234.3,2.11,1.15,34.78,12.02,25.31,37.33,32.75,9.01,22-Dec-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
22-Dec-2019 - 00:00,1.2,,,0.63,747.67,97.96,58.38,,59.63,166.86,,243.68,2.03,1.04,29.04,9.24,22.44,31.68,52.11,10.96,23-Dec-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
23-Dec-2019 - 00:00,2.78,,,2.24,747.64,141.1,73.22,,61.94,165.05,,262.44,2.36,1.28,40.62,13.55,32.22,45.77,25.55,11.34,24-Dec-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
24-Dec-2019 - 00:00,1.67,,,1.28,747.7,130.34,63.63,,60.23,176.62,,229.97,2.04,0.94,38.86,11.25,28.75,40.0,39.04,11.26,25-Dec-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
25-Dec-2019 - 00:00,1.14,,,0.7,747.67,135.12,76.39,,71.6,170.99,,247.17,2.04,0.78,34.84,11.21,22.91,34.12,39.66,10.37,26-Dec-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
26-Dec-2019 - 00:00,1.9,,,1.88,747.66,133.46,63.78,,55.45,169.06,,242.7,2.03,1.24,49.81,27.38,28.38,55.76,25.21,9.85,27-Dec-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
27-Dec-2019 - 00:00,0.97,,,1.99,747.75,127.88,54.09,,44.32,187.2,,250.43,2.33,1.35,57.1,34.22,32.6,66.82,13.45,14.56,28-Dec-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
28-Dec-2019 - 00:00,0.74,,,0.12,747.72,152.37,64.84,,49.3,181.82,,229.0,2.3,1.31,61.11,34.64,36.77,71.42,16.7,15.14,29-Dec-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
29-Dec-2019 - 00:00,1.31,,,0.84,747.66,148.98,67.79,,53.62,171.28,,244.5,2.24,1.03,51.83,23.61,33.69,57.3,19.44,12.06,30-Dec-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
30-Dec-2019 - 00:00,1.99,,,1.44,747.72,169.27,76.81,,53.84,182.09,,219.29,2.16,1.39,61.3,29.78,40.24,70.02,18.57,18.05,31-Dec-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
31-Dec-2019 - 00:00,0.21,,,0.0,747.1,243.05,122.9,,68.2,57.46,,322.61,2.49,0.7,43.75,7.96,37.76,45.72,9.73,11.58,01-Jan-2020 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
