from date,Temp,CO,Ozone,NO,NO2,NOx,NH3,SO2,PM2.5,PM10,Benzene,Toluene,Xylene,AT,RH,WS,WD,SR,BP,RF,to date,station
05-Dec-2019 - 00:00,30.16,3.7,3.91,5.21,108.89,60.02,47.03,30.71,301.75,480.33,,,,15.76,74.24,0.49,2.0,66.62,753.23,0.0,06-Dec-2019 - 00:00,"Sector - 125, Noida - UPPCB"
06-Dec-2019 - 00:00,29.94,2.46,2.21,2.89,85.44,46.85,50.53,22.3,254.26,395.58,,,,17.18,77.07,0.54,,67.38,752.55,0.0,07-Dec-2019 - 00:00,"Sector - 125, Noida - UPPCB"
07-Dec-2019 - 00:00,30.3,3.23,1.97,3.36,74.59,41.58,48.96,21.7,274.59,437.38,,,,17.83,73.95,0.6,,73.61,751.41,0.0,08-Dec-2019 - 00:00,"Sector - 125, Noida - UPPCB"
08-Dec-2019 - 00:00,29.97,2.72,1.69,2.94,77.64,42.22,44.44,15.01,237.62,375.41,,,,16.77,75.12,0.5,1.6,63.53,751.15,0.0,09-Dec-2019 - 00:00,"Sector - 125, Noida - UPPCB"
09-Dec-2019 - 00:00,30.16,3.15,2.07,3.76,69.65,39.06,41.14,13.77,205.39,346.47,,,,16.14,72.76,0.55,1.0,67.93,750.48,0.0,10-Dec-2019 - 00:00,"Sector - 125, Noida - UPPCB"
10-Dec-2019 - 00:00,30.32,3.41,1.97,3.85,82.39,45.49,46.59,13.11,268.87,452.23,,,,15.54,73.89,0.5,37.0,63.26,748.0,0.0,11-Dec-2019 - 00:00,"Sector - 125, Noida - UPPCB"
11-Dec-2019 - 00:00,30.45,2.35,1.5,2.84,67.65,36.82,50.73,16.08,302.59,490.8,,,,15.61,75.49,0.39,1.0,59.8,746.47,0.0,12-Dec-2019 - 00:00,"Sector - 125, Noida - UPPCB"
12-Dec-2019 - 00:00,30.71,1.94,1.92,2.24,46.3,25.91,43.12,13.92,265.92,400.46,,,,16.55,75.94,1.21,,44.18,745.34,0.01,13-Dec-2019 - 00:00,"Sector - 125, Noida - UPPCB"
13-Dec-2019 - 00:00,30.53,0.88,1.56,2.14,27.82,16.15,25.84,7.22,92.14,126.33,,,,15.46,87.98,1.3,1.0,39.43,745.83,0.0,14-Dec-2019 - 00:00,"Sector - 125, Noida - UPPCB"
14-Dec-2019 - 00:00,30.33,1.73,2.19,2.25,40.61,22.98,19.41,10.29,76.53,131.0,,,,14.77,82.94,0.65,2.0,70.0,752.07,0.0,15-Dec-2019 - 00:00,"Sector - 125, Noida - UPPCB"
15-Dec-2019 - 00:00,30.36,1.26,3.77,2.1,39.95,22.55,24.86,8.87,100.46,161.5,,,,14.31,84.22,1.06,,73.53,751.84,0.0,16-Dec-2019 - 00:00,"Sector - 125, Noida - UPPCB"
16-Dec-2019 - 00:00,30.13,1.04,2.12,2.07,27.23,15.8,23.22,4.67,91.59,138.41,,,,11.46,89.17,1.42,7.78,32.58,752.36,0.0,17-Dec-2019 - 00:00,"Sector - 125, Noida - UPPCB"
17-Dec-2019 - 00:00,30.14,1.1,2.94,2.26,31.98,18.43,31.58,5.7,96.06,147.67,,,,10.98,85.93,1.01,13.5,39.9,753.51,0.0,18-Dec-2019 - 00:00,"Sector - 125, Noida - UPPCB"
18-Dec-2019 - 00:00,30.33,1.01,2.87,2.46,41.55,23.38,35.58,8.05,151.18,225.6,,,,11.86,81.09,0.91,15.51,70.58,752.27,0.0,19-Dec-2019 - 00:00,"Sector - 125, Noida - UPPCB"
19-Dec-2019 - 00:00,29.49,1.72,2.96,2.17,36.64,20.87,37.38,5.83,238.2,335.23,,,,9.08,93.16,0.47,33.17,43.5,750.98,0.0,20-Dec-2019 - 00:00,"Sector - 125, Noida - UPPCB"
20-Dec-2019 - 00:00,29.65,3.99,1.55,2.77,55.47,31.23,47.77,7.22,357.26,498.32,,,,11.49,89.99,0.41,26.17,51.05,748.43,0.0,21-Dec-2019 - 00:00,"Sector - 125, Noida - UPPCB"
21-Dec-2019 - 00:00,30.68,2.31,2.99,1.98,49.88,27.67,54.6,5.04,292.5,419.55,,,,13.17,87.43,0.77,15.85,52.99,749.54,0.0,22-Dec-2019 - 00:00,"Sector - 125, Noida - UPPCB"
22-Dec-2019 - 00:00,30.63,1.0,2.89,1.39,34.18,19.22,46.94,4.49,151.01,214.89,,,,11.19,89.99,1.31,19.38,63.0,750.7,0.0,23-Dec-2019 - 00:00,"Sector - 125, Noida - UPPCB"
23-Dec-2019 - 00:00,30.49,1.91,2.81,2.45,42.12,24.32,40.94,5.51,192.12,275.55,,,,10.26,86.91,1.07,25.13,60.29,750.11,0.0,24-Dec-2019 - 00:00,"Sector - 125, Noida - UPPCB"
24-Dec-2019 - 00:00,30.57,1.54,1.95,2.55,52.76,29.65,42.25,10.07,272.41,418.4,,,,10.62,85.53,0.69,43.86,54.36,751.69,0.0,25-Dec-2019 - 00:00,"Sector - 125, Noida - UPPCB"
25-Dec-2019 - 00:00,30.68,1.89,2.42,3.26,33.89,19.73,35.1,4.47,176.68,292.37,,,,7.85,94.05,1.21,21.11,23.03,750.79,0.0,26-Dec-2019 - 00:00,"Sector - 125, Noida - UPPCB"
26-Dec-2019 - 00:00,30.33,1.36,2.5,2.13,44.11,25.11,40.83,7.44,218.52,334.4,,,,9.7,79.82,0.86,26.2,79.48,750.33,0.0,27-Dec-2019 - 00:00,"Sector - 125, Noida - UPPCB"
27-Dec-2019 - 00:00,30.26,2.23,1.79,1.97,49.93,27.82,40.58,12.11,255.72,400.78,,,,8.9,81.44,0.59,33.04,59.26,751.07,0.0,28-Dec-2019 - 00:00,"Sector - 125, Noida - UPPCB"
28-Dec-2019 - 00:00,30.57,2.27,0.84,2.62,51.56,28.83,45.05,15.99,306.43,464.57,,,,7.33,88.87,0.64,50.69,47.61,751.74,0.0,29-Dec-2019 - 00:00,"Sector - 125, Noida - UPPCB"
29-Dec-2019 - 00:00,30.57,2.08,3.21,2.53,50.51,27.67,44.15,15.94,333.45,513.54,,,,8.63,85.12,0.6,36.05,59.62,752.35,0.0,30-Dec-2019 - 00:00,"Sector - 125, Noida - UPPCB"
30-Dec-2019 - 00:00,30.98,5.54,2.46,1.67,39.91,22.28,42.79,10.49,300.65,429.94,,,,6.01,95.77,0.53,39.83,25.88,751.59,0.0,31-Dec-2019 - 00:00,"Sector - 125, Noida - UPPCB"
31-Dec-2019 - 00:00,31.25,1.47,4.3,1.7,20.5,12.25,37.75,7.65,174.0,255.0,,,,5.4,92.5,0.85,48.5,23.0,752.0,0.0,01-Jan-2020 - 00:00,"Sector - 125, Noida - UPPCB"
