from date,NO,NO2,NOx,NH3,PM10,PM2.5,Benzene,Toluene,Eth-Benzene,MP-Xylene,Xylene,RH,WD,WS,SR,RF,SO2,CO,Ozone,to date,station
30-Nov-2019 - 00:00,12.51,56.21,39.43,25.84,132.67,88.96,5.65,12.03,2.75,5.88,4.09,72.32,276.58,1.11,228.36,0.0,11.88,0.84,25.77,01-Dec-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
01-Dec-2019 - 00:00,24.43,57.37,49.58,23.22,163.77,99.91,7.71,14.02,7.96,9.5,12.34,61.19,270.76,1.04,250.83,0.0,13.76,1.01,30.29,02-Dec-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
02-Dec-2019 - 00:00,22.89,62.31,50.94,24.64,171.62,115.33,8.53,15.32,3.72,8.83,4.84,54.84,266.89,1.24,262.0,0.0,15.93,1.09,24.79,03-Dec-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
03-Dec-2019 - 00:00,20.71,58.61,47.26,30.02,207.28,137.85,8.83,14.62,3.65,8.78,4.17,49.54,271.47,1.5,270.55,0.0,14.36,1.23,22.58,04-Dec-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
04-Dec-2019 - 00:00,39.49,74.27,69.32,35.03,204.31,132.66,9.23,20.69,5.47,13.45,7.04,51.69,207.5,0.52,249.63,0.0,16.2,1.75,19.13,05-Dec-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
05-Dec-2019 - 00:00,16.26,80.49,54.05,45.06,249.41,170.21,14.19,15.14,3.11,8.19,4.36,62.88,137.72,0.52,202.24,0.0,27.47,1.45,20.59,06-Dec-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
06-Dec-2019 - 00:00,83.1,93.89,114.52,65.34,244.43,169.97,10.32,42.74,13.61,28.12,20.46,73.49,255.56,0.59,183.19,0.0,16.06,2.46,14.66,07-Dec-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
07-Dec-2019 - 00:00,57.77,81.33,87.82,43.92,206.74,141.55,10.83,33.88,9.45,22.46,20.26,65.89,271.39,0.72,228.9,0.0,14.96,2.18,15.39,08-Dec-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
08-Dec-2019 - 00:00,43.8,82.67,77.26,42.86,197.24,144.3,13.91,26.56,7.0,17.53,8.99,62.33,268.65,0.63,216.55,0.0,14.58,2.07,15.0,09-Dec-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
09-Dec-2019 - 00:00,38.95,65.63,64.56,40.03,209.01,155.4,11.64,17.39,4.16,10.7,5.46,48.15,218.83,0.49,253.58,0.0,19.86,1.56,19.71,10-Dec-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
10-Dec-2019 - 00:00,30.5,123.88,87.2,40.13,292.66,195.48,14.74,29.21,6.03,15.57,9.75,56.81,83.51,0.49,8.55,0.0,13.58,1.52,12.15,11-Dec-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
11-Dec-2019 - 00:00,8.41,78.43,46.65,47.33,267.47,196.26,11.33,13.25,2.15,4.38,2.88,75.04,93.93,0.95,164.23,0.0,36.59,1.6,21.88,12-Dec-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
12-Dec-2019 - 00:00,3.72,59.78,33.17,47.78,240.67,191.02,9.19,9.55,1.29,2.17,0.88,81.37,102.91,1.72,41.96,0.03,21.23,1.56,20.82,13-Dec-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
13-Dec-2019 - 00:00,2.37,33.18,17.85,22.43,98.75,79.64,4.48,5.02,0.72,1.43,0.61,88.1,228.43,1.72,51.36,0.0,6.88,0.67,18.36,14-Dec-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
14-Dec-2019 - 00:00,6.67,29.94,19.96,15.64,74.06,54.18,4.35,4.18,0.62,1.47,0.67,86.39,150.06,0.78,183.32,0.0,6.48,0.94,13.67,15-Dec-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
15-Dec-2019 - 00:00,3.49,29.5,17.16,18.49,84.81,67.06,4.02,4.29,0.64,1.46,0.91,89.07,303.59,1.78,118.37,0.0,4.51,0.99,12.4,16-Dec-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
16-Dec-2019 - 00:00,2.49,21.66,12.28,15.31,67.77,51.67,3.14,2.72,0.37,0.96,0.74,91.61,302.15,2.19,53.24,0.0,2.82,0.87,15.99,17-Dec-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
17-Dec-2019 - 00:00,9.93,39.62,27.6,23.09,104.22,78.94,4.59,6.48,1.48,3.78,2.16,82.84,285.27,1.44,107.24,0.0,3.65,1.01,14.49,18-Dec-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
18-Dec-2019 - 00:00,3.84,42.89,24.45,28.98,122.39,94.17,5.63,4.45,0.61,1.32,0.56,91.51,233.88,0.97,168.47,0.0,5.93,0.92,12.51,19-Dec-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
19-Dec-2019 - 00:00,11.51,55.57,37.21,42.22,170.83,137.39,9.4,8.67,1.67,3.36,1.97,96.26,63.69,0.71,109.13,0.0,5.67,1.27,6.49,20-Dec-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
20-Dec-2019 - 00:00,11.17,54.3,36.9,60.33,180.21,148.71,11.78,9.9,2.2,4.34,2.56,93.91,154.67,0.66,186.59,0.0,7.28,1.31,8.64,21-Dec-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
21-Dec-2019 - 00:00,4.55,47.57,28.52,80.23,128.93,98.63,6.43,6.29,1.07,2.21,1.13,93.06,265.66,1.35,180.61,0.0,5.58,0.87,12.58,22-Dec-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
22-Dec-2019 - 00:00,3.68,38.1,22.87,53.45,100.55,79.72,7.29,6.25,0.8,1.89,0.92,97.86,256.78,1.55,98.51,0.0,4.11,0.95,12.67,23-Dec-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
23-Dec-2019 - 00:00,4.71,42.13,25.77,43.31,137.14,112.29,6.7,5.27,0.7,1.81,1.15,92.4,202.36,1.17,197.62,0.0,5.32,0.94,14.31,24-Dec-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
24-Dec-2019 - 00:00,4.75,38.9,24.14,51.7,156.19,124.29,5.81,4.71,0.69,1.41,0.59,95.78,144.53,1.15,107.63,0.0,5.44,0.81,13.0,25-Dec-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
25-Dec-2019 - 00:00,12.57,45.34,33.77,59.37,164.45,124.21,6.34,7.84,1.57,4.17,2.22,94.7,307.58,1.47,125.04,0.0,4.65,0.95,11.84,26-Dec-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
26-Dec-2019 - 00:00,4.83,41.19,25.4,51.62,174.2,126.12,6.84,6.09,0.9,2.13,0.96,90.42,275.47,1.09,171.38,0.0,5.49,0.96,13.47,27-Dec-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
27-Dec-2019 - 00:00,10.34,52.0,35.49,51.55,231.07,171.7,10.58,7.07,1.0,2.56,1.28,95.01,105.44,0.63,157.09,0.0,9.08,1.16,10.3,28-Dec-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
28-Dec-2019 - 00:00,21.36,50.3,44.65,46.69,203.56,148.41,9.25,13.09,4.53,7.06,5.73,95.57,139.28,0.73,106.97,0.0,5.81,1.23,6.95,29-Dec-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
29-Dec-2019 - 00:00,7.65,46.33,30.24,39.18,191.44,138.78,7.53,5.66,1.02,1.86,0.84,89.26,115.83,0.81,144.42,0.0,4.38,0.93,7.86,30-Dec-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
30-Dec-2019 - 00:00,5.42,43.71,27.19,37.89,121.88,89.44,6.82,6.46,0.8,1.1,0.53,99.13,112.21,1.17,74.4,0.0,4.27,0.98,8.69,31-Dec-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
31-Dec-2019 - 00:00,6.23,110.14,62.6,41.03,264.6,251.4,15.83,47.98,3.87,5.83,3.25,99.13,117.44,1.88,,0.0,6.55,1.98,3.36,01-Jan-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
