from date,AT,PM10,PM2.5,BP,WD,WS,RH,SR,Benzene,Toluene,NH3,NO,NO2,NOx,Ozone,SO2,CO,to date,station
19-Dec-2019 - 00:00,15.86,487.21,342.31,995.49,118.1,0.4,69.49,51.0,,22.6,63.89,105.41,180.94,182.17,8.75,6.99,2.06,20-Dec-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
20-Dec-2019 - 00:00,16.53,572.5,404.16,993.17,198.18,0.26,69.2,50.64,,27.53,65.72,90.61,187.38,173.51,6.13,5.8,2.32,21-Dec-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
21-Dec-2019 - 00:00,17.04,445.17,308.26,994.07,253.99,0.31,68.38,44.7,,25.88,72.08,85.55,165.26,157.64,5.62,8.04,2.05,22-Dec-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
22-Dec-2019 - 00:00,15.96,315.67,238.01,995.36,270.58,0.4,70.56,26.88,,20.89,74.23,65.67,160.77,139.02,10.21,6.44,1.82,23-Dec-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
23-Dec-2019 - 00:00,15.12,331.96,251.83,994.6,238.22,0.34,69.51,32.25,,21.64,74.99,61.12,150.32,129.76,3.85,6.47,1.83,24-Dec-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
24-Dec-2019 - 00:00,15.57,445.92,308.17,996.23,168.12,0.38,67.65,48.55,,23.78,78.89,85.5,177.38,165.05,3.63,9.14,2.0,25-Dec-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
25-Dec-2019 - 00:00,14.66,342.33,250.54,995.37,268.28,0.42,69.39,37.56,,20.94,74.92,62.93,146.76,129.24,3.61,7.73,1.8,26-Dec-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
26-Dec-2019 - 00:00,14.42,342.62,247.83,994.76,232.38,0.34,67.24,40.19,,17.93,77.92,52.8,150.86,123.28,3.33,8.34,1.65,27-Dec-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
27-Dec-2019 - 00:00,14.44,432.33,294.96,995.64,196.44,0.29,65.78,50.77,,19.81,82.13,61.92,172.03,141.99,3.08,9.29,1.64,28-Dec-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
28-Dec-2019 - 00:00,13.01,482.62,323.97,996.33,182.69,0.27,71.58,36.79,,20.49,76.58,93.53,149.93,155.97,3.84,8.64,2.07,29-Dec-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
29-Dec-2019 - 00:00,7.83,523.11,375.0,996.7,185.6,0.3,66.82,52.94,,20.24,81.85,63.25,181.87,148.56,3.3,7.0,2.05,30-Dec-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
30-Dec-2019 - 00:00,7.02,537.33,384.73,996.0,117.17,0.5,78.77,15.08,,24.3,77.48,105.02,183.0,182.94,3.28,8.93,2.43,31-Dec-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
31-Dec-2019 - 00:00,6.9,438.0,304.0,996.5,102.4,1.25,84.4,2.8,,21.25,77.5,84.75,181.1,165.45,5.1,9.6,2.3,01-Jan-2020 - 00:00,"Jahangirpuri, Delhi - DPCC"
