from date,PM2.5,PM10,AT,Temp,SR,RH,WS,WD,BP,RF,SO2,NO,NO2,NOx,NH3,CO,Ozone,to date,station
28-Nov-2018 - 00:00,85.11,118.66,28.45,30.67,197.43,73.43,1.09,219.61,761.02,0.0,17.91,4.58,10.86,9.51,5.37,1.75,65.71,29-Nov-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
29-Nov-2018 - 00:00,73.29,105.02,28.25,30.35,91.8,75.23,0.78,252.51,762.29,0.0,8.7,5.07,8.88,8.86,5.74,1.81,43.46,30-Nov-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
30-Nov-2018 - 00:00,36.69,58.83,28.35,30.18,169.01,75.36,1.1,232.72,763.08,0.0,12.45,5.96,8.75,9.27,5.49,1.82,39.07,01-Dec-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
01-Dec-2018 - 00:00,57.46,70.88,28.32,29.26,166.34,78.32,1.1,191.22,759.56,0.0,18.82,5.67,8.13,8.83,5.1,1.97,37.83,02-Dec-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
02-Dec-2018 - 00:00,,72.36,28.31,29.28,193.83,75.08,1.23,206.99,757.39,0.0,15.12,4.4,7.01,7.31,4.68,1.61,46.15,03-Dec-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
03-Dec-2018 - 00:00,45.8,70.05,28.22,30.03,209.19,76.11,1.3,230.39,758.34,0.0,8.79,4.61,6.53,7.04,5.0,1.62,51.82,04-Dec-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
04-Dec-2018 - 00:00,63.11,90.11,27.96,29.9,92.11,80.09,0.99,229.44,759.32,0.0,5.81,4.59,7.48,7.54,5.81,2.03,41.03,05-Dec-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
05-Dec-2018 - 00:00,53.45,75.56,28.29,30.68,129.23,79.74,1.04,237.39,759.52,0.0,8.42,5.69,9.18,9.26,5.41,1.96,36.74,06-Dec-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
06-Dec-2018 - 00:00,40.15,59.88,28.53,29.17,185.89,77.89,1.37,211.18,758.53,0.0,5.37,5.31,6.07,7.4,4.19,1.73,31.07,07-Dec-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
07-Dec-2018 - 00:00,33.47,50.89,28.5,28.94,194.67,77.53,1.43,193.65,759.02,0.57,3.95,5.22,5.73,7.29,3.8,1.72,40.28,08-Dec-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
08-Dec-2018 - 00:00,29.85,49.73,28.14,28.85,205.82,77.3,1.31,205.31,760.04,0.0,21.29,4.41,7.03,6.88,3.75,1.82,40.7,09-Dec-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
09-Dec-2018 - 00:00,59.22,87.41,28.16,28.86,179.9,77.36,1.22,208.96,759.77,0.0,7.96,3.83,6.44,6.22,3.79,1.89,43.62,10-Dec-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
10-Dec-2018 - 00:00,76.74,114.94,27.98,29.13,158.04,77.62,1.1,240.06,760.54,0.0,2.9,3.6,8.7,7.05,3.89,2.08,46.07,11-Dec-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
11-Dec-2018 - 00:00,95.03,126.49,27.93,28.84,182.91,78.07,1.15,236.49,761.2,0.0,9.48,2.99,5.73,4.54,4.01,2.21,55.33,12-Dec-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
12-Dec-2018 - 00:00,79.21,111.53,28.0,28.95,151.07,77.81,1.36,257.67,762.52,0.0,4.7,2.95,5.54,5.12,3.62,2.09,57.43,13-Dec-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
13-Dec-2018 - 00:00,58.35,89.57,28.52,28.99,183.46,75.97,1.36,251.7,762.89,0.0,4.4,2.88,4.66,4.59,3.59,2.13,57.77,14-Dec-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
14-Dec-2018 - 00:00,51.12,74.91,28.29,28.85,161.44,74.47,1.19,236.18,762.55,0.0,9.66,3.12,3.69,3.5,3.73,2.1,64.55,15-Dec-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
15-Dec-2018 - 00:00,63.14,91.79,27.68,29.24,166.81,77.77,1.21,229.49,761.69,0.0,11.98,2.98,6.94,5.97,3.89,2.41,42.47,16-Dec-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
16-Dec-2018 - 00:00,64.72,89.82,27.64,29.05,163.27,76.55,1.19,267.9,761.45,0.0,12.77,3.5,6.65,0.87,0.99,2.31,48.06,17-Dec-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
17-Dec-2018 - 00:00,54.76,85.85,27.67,29.44,171.35,76.35,1.42,258.81,762.03,0.0,9.68,3.24,14.82,4.39,2.2,2.05,48.22,18-Dec-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
18-Dec-2018 - 00:00,77.82,112.48,27.76,30.15,183.05,74.03,1.35,265.09,761.68,0.0,10.0,2.76,13.81,9.59,4.92,2.42,62.25,19-Dec-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
19-Dec-2018 - 00:00,79.93,114.32,27.91,30.34,175.03,75.5,1.25,255.86,761.58,0.0,24.2,2.79,7.73,6.37,6.47,2.91,62.83,20-Dec-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
20-Dec-2018 - 00:00,72.17,103.0,28.24,30.6,192.12,73.6,1.21,243.68,762.01,0.0,17.1,2.72,9.26,7.02,5.87,2.55,63.43,21-Dec-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
21-Dec-2018 - 00:00,69.0,102.38,28.02,30.85,177.73,75.07,1.35,236.89,761.79,0.0,25.53,2.67,7.93,6.33,5.41,2.76,66.61,22-Dec-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
22-Dec-2018 - 00:00,76.41,111.73,28.04,30.87,108.24,76.91,1.02,233.29,760.98,0.0,24.37,2.72,9.82,7.3,6.81,2.95,59.01,23-Dec-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
23-Dec-2018 - 00:00,37.61,55.38,28.36,31.01,176.97,75.7,1.23,217.04,760.94,0.0,15.92,2.77,5.52,5.12,5.41,2.47,50.78,24-Dec-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
24-Dec-2018 - 00:00,42.28,62.61,28.0,30.96,117.92,81.0,1.16,194.04,761.88,0.01,18.58,2.81,9.38,7.03,4.68,2.93,31.06,25-Dec-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
25-Dec-2018 - 00:00,33.1,49.36,28.61,30.96,187.02,77.47,1.2,180.57,762.03,0.0,9.89,2.64,4.86,4.62,4.61,2.49,47.38,26-Dec-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
26-Dec-2018 - 00:00,48.57,71.49,28.13,30.74,147.9,78.46,1.27,220.47,762.51,0.0,12.16,2.66,7.57,6.12,4.96,2.44,44.45,27-Dec-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
27-Dec-2018 - 00:00,52.72,81.15,27.99,30.58,199.7,76.04,1.27,251.58,762.01,0.0,17.39,2.65,6.7,5.66,4.93,2.89,61.48,28-Dec-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
28-Dec-2018 - 00:00,48.98,77.77,28.09,30.56,190.39,73.5,1.32,249.7,760.69,0.0,34.06,2.62,6.15,5.34,4.75,4.87,62.08,29-Dec-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
29-Dec-2018 - 00:00,53.83,87.82,28.01,30.51,115.99,72.19,1.03,254.17,762.34,0.0,17.96,2.6,8.25,6.13,5.19,5.68,55.55,30-Dec-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
30-Dec-2018 - 00:00,52.23,82.64,28.63,30.57,197.43,67.85,1.34,237.93,764.18,0.0,14.13,2.67,6.17,5.43,5.13,5.39,71.06,31-Dec-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
31-Dec-2018 - 00:00,91.0,125.0,26.4,30.4,23.0,78.0,0.6,336.5,765.0,0.0,13.95,2.75,4.0,4.35,7.0,3.54,46.85,01-Jan-2019 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
