from date,AT,BP,PM2.5,PM10,RH,SR,WD,WS,Benzene,Toluene,P-Xylene,NH3,NO2,NO,NOx,CO,Ozone,SO2,to date,station
22-Dec-2018 - 00:00,13.61,992.96,319.9,552.0,68.05,44.17,199.0,0.67,0.0,0.0,,89.38,71.68,101.51,121.23,2.67,18.1,14.22,23-Dec-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
23-Dec-2018 - 00:00,13.26,993.67,382.73,628.57,78.47,45.79,258.95,0.64,0.0,0.0,,97.06,64.43,176.87,178.58,3.46,19.37,13.1,24-Dec-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
24-Dec-2018 - 00:00,14.27,992.83,355.83,601.23,73.48,41.76,124.95,0.8,0.0,0.0,,98.44,75.04,193.09,197.66,3.91,14.68,12.41,25-Dec-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
25-Dec-2018 - 00:00,13.85,992.24,252.83,414.91,72.2,51.33,103.57,0.75,0.0,0.0,,97.5,59.29,56.15,77.4,1.97,14.87,10.23,26-Dec-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
26-Dec-2018 - 00:00,13.3,990.81,191.18,346.95,63.57,53.94,173.69,0.7,0.0,0.0,,71.65,60.4,64.69,84.87,2.2,14.08,12.48,27-Dec-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
27-Dec-2018 - 00:00,13.4,991.94,250.98,472.23,64.15,45.68,194.7,0.86,0.0,0.0,,77.26,64.11,144.14,151.64,2.64,14.99,15.13,28-Dec-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
28-Dec-2018 - 00:00,12.77,992.43,217.15,395.15,68.55,50.33,75.99,1.25,0.0,0.0,,79.17,58.74,53.67,74.98,1.95,13.44,12.09,29-Dec-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
29-Dec-2018 - 00:00,12.82,994.58,237.8,406.06,63.32,54.59,81.44,0.95,0.0,0.0,,73.44,59.75,103.39,116.0,2.72,14.24,14.83,30-Dec-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
30-Dec-2018 - 00:00,13.48,996.6,363.2,521.39,64.52,49.81,105.52,0.64,0.0,0.0,,82.96,67.41,235.16,234.47,3.6,14.63,15.96,31-Dec-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
31-Dec-2018 - 00:00,10.2,996.9,637.0,895.0,87.05,4.2,107.85,0.5,0.0,0.0,,127.45,83.95,,495.0,8.6,8.75,25.5,01-Jan-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
