from date,AT,BP,PM10,PM2.5,RH,SR,WD,WS,VWS,Benzene,P-Xylene,Toluene,NH3,NO,NO2,NOx,Ozone,SO2,CO,to date,station
19-Dec-2018 - 00:00,13.74,993.47,360.9,259.58,70.48,72.76,142.69,0.45,,13.41,,64.86,35.38,57.7,72.05,85.41,39.26,25.92,2.58,20-Dec-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
20-Dec-2018 - 00:00,13.17,993.8,430.07,330.64,72.56,72.38,139.03,0.36,,14.49,,87.41,38.42,96.21,64.49,112.73,41.56,25.37,2.65,21-Dec-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
21-Dec-2018 - 00:00,12.68,992.64,401.62,310.65,74.76,69.87,153.04,0.53,,10.56,,60.71,40.37,23.64,15.14,27.32,36.53,22.01,2.17,22-Dec-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
22-Dec-2018 - 00:00,12.4,993.08,520.08,419.19,78.78,61.71,96.51,0.49,,16.18,,68.17,37.68,22.33,7.89,22.16,41.26,21.94,3.28,23-Dec-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
23-Dec-2018 - 00:00,12.74,993.81,665.96,575.75,81.37,59.21,67.13,0.45,,26.08,,105.51,46.28,19.43,10.74,21.56,49.1,16.73,4.65,24-Dec-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
24-Dec-2018 - 00:00,13.1,992.95,588.37,491.46,77.08,62.63,120.07,0.35,,20.2,,85.0,44.99,32.76,43.85,50.94,30.69,20.47,4.04,25-Dec-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
25-Dec-2018 - 00:00,12.72,992.24,382.97,305.2,78.02,65.78,171.91,0.59,,8.74,,49.28,38.88,15.13,69.71,49.44,30.87,19.91,1.96,26-Dec-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
26-Dec-2018 - 00:00,11.94,990.82,445.74,335.01,75.68,71.49,135.46,0.54,,13.59,,79.29,34.71,77.69,68.98,100.04,32.44,16.93,1.96,27-Dec-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
27-Dec-2018 - 00:00,12.88,992.0,487.11,370.86,68.46,55.68,121.45,0.42,,20.02,,104.11,36.66,110.7,86.96,136.46,29.21,24.2,3.11,28-Dec-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
28-Dec-2018 - 00:00,12.09,992.48,390.92,296.47,72.77,62.51,157.49,0.68,,6.98,,42.99,39.57,23.65,69.22,56.1,27.77,22.33,1.79,29-Dec-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
29-Dec-2018 - 00:00,11.13,991.13,456.57,323.29,74.21,69.94,134.66,0.66,,11.46,,56.38,36.24,76.47,71.84,100.5,29.14,20.88,2.9,30-Dec-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
30-Dec-2018 - 00:00,12.3,997.09,629.81,501.15,73.29,65.67,121.3,0.39,,20.39,,116.39,41.86,190.29,83.44,199.47,28.08,21.53,4.12,31-Dec-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
31-Dec-2018 - 00:00,8.4,997.45,,755.0,94.35,1.15,103.3,0.3,,25.2,,148.85,43.05,212.45,88.1,220.35,3.4,11.85,5.9,01-Jan-2019 - 00:00,"Ashok Vihar, Delhi - DPCC"
